193,198,237,222,194,233,236,222,233,218,217,236,234,222,194,219,193,220,233,211,222,236,236,234,197,236,233,194,220,217,218,209,210,194,198,220,235,193,194,234,193,220,211,235,234,217,218,193,233,219,234,220,198,210,222,197,194,218,235,219,194,211,211,198,234,220,217,233,233,236,236,233,219,222,220,219,221,210,212,198
218,220,197,234,234,236,210,221,211,220,194,221,198,210,209,197,237,211,211,212,217,197,235,210,221,222,197,197,212,233,234,222,211,236,210,222,218,193,217,198,219,198,220,235,236,222,236,212,217,197,222,234,210,210,236,193,209,197,220,194,237,217,233,210,222,220,218,237,197,211,220,237,210,217,197,237,211,209,197,198
222,219,210,236,233,212,234,235,197,218,233,219,194,209,193,194,193,211,212,212,236,211,233,234,198,194,217,221,212,236,209,236,233,197,211,197,209,220,234,193,220,234,237,237,197,211,217,221,218,220,218,235,211,211,209,211,212,234,198,197,209,194,219,197,233,219,220,210,209,218,233,118,237,211,222,211,237,235,234,212
234,236,198,217,219,198,209,237,234,236,237,197,236,233,197,236,210,220,212,198,211,217,222,236,218,234,235,212,237,235,237,198,220,211,198,209,212,210,236,218,209,218,209,212,194,212,222,217,212,236,211,235,217,210,237,210,233,198,217,210,218,236,198,209,222,221,221,198,197,236,211,221,222,237,218,217,198,194,237,193
210,234,198,237,233,222,197,236,235,218,219,198,193,212,236,193,210,219,194,211,217,233,235,210,237,194,236,211,193,219,212,210,210,194,212,193,209,233,211,193,236,234,220,234,194,217,222,197,211,193,193,234,212,235,221,233,220,221,221,212,197,233,233,221,237,194,221,210,217,211,197,218,211,234,233,217,193,198,197,220
233,193,198,210,234,193,237,236,218,193,217,234,233,210,194,198,198,219,233,234,233,197,220,221,219,219,222,237,220,212,234,198,220,198,210,237,233,194,234,234,198,197,220,235,222,221,194,234,221,219,194,197,212,237,221,236,209,217,198,198,197,211,212,237,233,234,217,210,209,197,198,198,212,221,212,210,222,212,210,194
211,194,209,212,233,237,193,218,193,218,212,234,217,221,209,197,217,236,237,218,217,233,233,198,197,210,237,211,211,217,210,219,235,233,198,197,212,209,222,235,193,221,222,212,212,217,218,209,221,193,211,218,217,209,233,197,197,233,222,221,193,211,236,222,218,220,211,237,233,219,211,233,197,222,237,212,193,209,198,209
222,217,197,233,209,218,212,197,234,217,211,212,194,194,198,212,219,235,222,219,219,237,234,233,236,218,211,220,198,235,212,221,220,221,221,211,198,217,197,221,212,212,222,197,193,194,219,222,198,220,209,218,235,212,219,193,217,210,221,218,194,222,210,237,193,193,210,219,220,219,217,193,211,218,233,212,209,237,217,212
194,197,218,209,211,210,236,209,217,209,217,220,218,222,197,219,236,212,234,194,212,211,218,211,194,212,211,211,217,233,218,233,210,219,210,212,237,210,210,237,218,222,193,209,221,198,197,218,237,209,236,197,236,219,222,236,211,193,221,217,220,236,235,236,234,233,217,236,237,212,234,233,234,212,218,234,194,194,193,212
219,220,222,237,210,234,209,211,194,218,236,221,211,233,236,235,220,222,220,193,210,218,222,211,211,193,233,233,198,235,210,194,193,218,237,218,197,235,194,218,194,193,212,193,197,210,219,211,233,237,236,210,222,235,237,217,236,221,221,212,237,212,233,217,194,234,217,211,209,209,217,210,194,237,217,210,210,198,233,219
237,209,217,233,210,233,221,212,222,193,233,233,219,212,194,210,219,210,233,219,211,237,209,209,222,209,194,209,219,209,211,210,212,236,194,211,236,237,193,197,193,198,209,217,217,237,218,217,235,221,219,211,219,237,212,233,198,217,193,235,236,212,220,193,237,218,209,218,198,234,209,234,198,233,209,237,237,222,211,194
194,217,198,233,222,236,194,221,237,212,235,212,234,211,210,235,217,237,198,236,233,212,212,212,233,219,212,211,219,237,211,197,212,221,237,218,222,221,234,217,235,219,212,219,222,233,193,233,235,218,233,220,217,222,197,212,233,221,210,221,194,235,212,222,235,210,235,234,233,236,220,209,212,193,211,193,209,219,211,198
234,211,233,236,222,217,217,194,209,217,217,193,220,193,194,198,233,221,218,220,222,235,236,194,194,194,211,221,194,210,193,236,220,237,234,193,237,234,217,197,197,217,194,211,222,237,193,193,219,235,220,194,194,237,234,233,209,221,198,219,197,193,236,218,235,194,220,236,211,212,218,211,233,218,197,217,212,217,217,218
218,219,197,233,219,222,197,193,222,212,218,193,234,217,212,198,222,209,236,212,217,233,234,233,237,198,221,219,237,219,210,235,222,234,197,194,219,219,233,236,221,235,197,212,219,197,233,221,209,212,219,233,237,212,236,236,211,234,219,210,234,198,209,233,221,217,220,219,210,193,194,198,237,237,233,210,212,219,233,236
237,198,236,222,218,237,218,193,219,217,210,218,212,210,233,197,236,197,219,218,234,210,237,210,211,236,236,193,236,197,222,212,236,209,218,236,193,222,194,220,237,234,210,193,197,212,234,209,197,217,194,210,211,219,211,220,210,212,197,198,197,237,219,222,217,235,197,219,233,219,194,221,194,193,220,218,234,221,220,222
222,210,193,219,234,198,194,234,209,222,217,237,235,210,194,211,193,219,212,221,210,221,210,197,197,218,219,222,235,220,198,235,219,210,236,210,217,234,222,212,212,211,236,211,237,218,234,218,198,194,218,198,233,221,219,218,221,209,233,235,194,221,234,236,198,193,222,234,211,217,210,194,233,219,219,197,210,198,194,221
212,218,220,219,222,209,194,211,221,235,218,198,198,211,198,194,237,193,233,233,198,197,198,222,209,220,222,218,219,236,237,233,233,198,217,236,198,222,212,233,235,235,217,222,212,237,237,193,218,234,217,236,193,193,197,234,233,235,237,235,198,222,194,222,237,197,197,212,235,198,218,237,236,197,194,217,197,197,237,235
222,234,221,210,235,217,198,198,198,218,210,197,218,212,235,221,236,210,219,210,234,219,234,234,212,235,218,237,209,212,197,217,219,197,235,210,233,234,233,193,234,237,220,193,233,197,235,197,237,220,211,217,217,233,219,217,236,221,197,212,218,234,236,222,233,212,194,217,219,217,236,236,197,222,194,197,220,233,234,218
219,221,193,218,235,222,234,212,197,194,237,221,236,222,237,212,237,197,210,211,194,212,237,218,218,197,221,220,212,222,197,218,211,211,212,219,236,194,198,220,197,217,220,193,209,217,235,235,211,210,212,234,194,212,198,209,236,209,211,219,234,212,193,198,236,193,197,233,197,219,220,234,197,194,212,194,237,212,209,209
211,235,237,218,220,234,218,236,218,210,212,219,221,234,211,198,235,219,197,211,209,220,235,198,217,236,198,212,220,193,193,222,211,237,235,234,218,236,221,211,197,217,210,235,211,210,236,198,235,198,222,235,222,193,221,197,197,237,212,197,221,236,222,219,197,217,233,197,193,234,219,222,218,194,222,233,211,211,219,217
234,197,233,211,235,222,211,210,221,219,217,118,221,222,194,235,220,235,222,219,197,210,221,198,221,235,197,235,194,235,212,222,212,209,209,219,198,220,219,210,212,235,220,217,236,193,211,212,193,212,233,194,212,193,218,235,197,210,237,219,217,209,212,235,212,212,218,209,209,219,220,218,209,234,220,234,220,221,219,193
222,212,217,198,210,222,236,235,193,198,217,194,221,233,234,235,212,234,222,217,197,222,221,211,198,236,237,198,234,211,212,236,218,219,219,211,211,194,198,198,217,194,218,212,212,210,217,237,198,221,233,233,234,218,211,198,198,194,212,233,218,235,235,236,237,218,210,193,233,236,221,217,212,217,198,197,237,236,209,234
222,234,220,218,218,221,222,236,198,198,194,234,220,233,218,209,212,222,222,234,212,194,218,217,212,219,218,218,235,220,221,222,211,194,211,219,236,236,211,222,198,233,212,237,219,217,236,218,210,222,212,220,209,237,217,234,237,222,222,221,220,221,193,233,219,219,197,237,194,210,221,222,212,220,209,198,233,197,211,235
212,197,235,233,209,198,198,235,209,235,235,209,209,236,197,233,221,217,237,219,220,234,209,219,217,233,235,221,220,220,233,198,212,219,236,198,212,218,193,211,218,222,220,219,193,210,221,237,234,194,219,222,212,237,236,219,212,211,212,212,197,235,193,237,193,233,212,209,220,209,235,212,212,220,219,218,221,237,194,211
209,211,209,209,210,210,222,222,219,193,210,211,198,236,194,194,222,234,235,218,211,211,235,217,220,211,218,194,220,212,237,220,236,218,237,198,237,220,211,235,221,220,221,235,220,193,235,235,220,218,235,219,212,211,220,222,217,209,221,222,236,209,198,236,236,210,198,220,220,217,234,212,237,211,218,209,193,235,235,211
193,220,193,234,211,221,210,193,235,220,211,218,234,217,221,211,212,222,193,197,221,197,221,210,218,219,209,198,217,235,211,221,221,217,198,234,219,234,198,217,212,197,210,218,209,221,237,235,211,233,237,222,218,236,212,209,217,193,194,217,193,210,219,193,197,222,236,198,235,209,212,197,233,217,220,219,221,234,234,218
197,209,237,198,236,217,219,217,235,210,194,233,194,194,197,212,219,218,236,237,194,236,218,209,211,235,220,198,235,218,236,233,210,220,233,198,211,220,194,193,233,236,193,210,235,220,194,222,197,222,218,219,233,220,211,235,219,233,220,237,235,235,218,198,211,198,197,233,236,237,235,221,197,236,217,234,237,194,194,197
237,211,222,211,193,237,212,221,193,222,237,194,219,212,235,234,212,236,237,236,236,210,193,237,235,209,212,222,219,234,198,212,221,193,198,219,194,209,193,217,234,218,212,217,236,194,234,235,235,209,197,220,210,233,218,235,193,210,211,217,236,197,210,218,237,211,217,237,212,211,197,197,218,198,222,193,218,220,219,197
219,209,198,194,212,210,193,212,236,221,212,211,217,217,233,209,236,236,193,219,210,233,210,234,210,194,197,217,209,211,222,210,237,212,222,198,217,212,222,217,198,222,222,218,233,209,218,220,210,198,197,210,236,237,236,237,233,197,222,217,212,217,197,212,220,234,212,234,194,194,219,219,222,235,211,219,210,219,209,221
233,211,211,235,236,209,222,210,210,235,235,221,210,211,234,212,236,193,212,198,236,237,220,219,212,197,236,233,219,237,197,220,221,211,193,211,194,218,209,210,193,211,218,198,211,235,221,194,193,235,211,197,220,212,217,209,198,212,233,220,219,237,197,234,209,233,210,194,210,212,222,218,233,193,234,209,234,209,210,222
236,212,218,219,219,237,194,233,198,198,211,219,217,234,222,194,217,221,220,198,198,210,198,209,220,194,233,234,210,209,222,221,236,219,194,235,197,210,234,210,198,222,218,193,218,221,218,212,233,212,198,221,234,209,222,212,222,212,219,218,197,237,212,194,219,209,219,237,210,221,194,221,194,211,221,198,235,193,221,234
211,217,237,197,194,222,219,220,222,234,211,212,235,220,218,236,217,218,233,193,221,237,210,221,220,194,221,221,193,217,236,234,236,233,219,220,210,237,193,211,234,210,222,198,211,217,211,212,236,221,233,211,197,218,194,194,210,212,217,221,218,210,198,236,221,193,234,197,220,222,198,218,219,211,237,233,209,218,194,212
218,219,222,222,234,212,218,194,221,235,236,219,212,210,198,234,235,210,217,219,220,193,193,234,233,197,210,194,219,212,236,193,217,212,218,236,197,234,236,198,234,219,210,219,236,221,218,234,194,198,194,211,212,193,221,221,219,233,209,198,209,219,221,218,209,194,194,235,218,211,198,212,210,212,235,236,234,220,237,233
197,220,236,233,212,210,211,211,210,194,197,211,220,212,193,235,219,222,217,193,233,236,197,222,236,210,221,197,219,237,198,211,211,234,221,236,198,197,222,217,233,221,218,194,194,236,222,198,193,235,198,236,234,212,234,193,221,219,221,217,237,236,211,217,221,198,212,209,233,236,212,193,234,233,198,209,193,234,233,198
