57,196,196,196,196,196,194,196,196,196,196,195,196,196,196,196,193,196,196,196,195,196,196,196,196,196,195,196,196,196,196,196,196,195,196,195,193,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,195,195,196,196,196,196,195,196,196,195,196,196,196,196,196,195,196,196,195,196,196,196,196,196,195,196,196,196,196,195,195,196,196,195,196,196,194,195,196,196,196,196,195,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,195,196,195,196,196,196,196,196
57,57,196,194,195,196,196,196,196,196,196,196,196,196,195,196,194,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,193,196,194,195,196,196,195,195,195,196,195,196,196,196,194,196,196,196,195,196,196,196,195,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,195,196,196,195,196,196,196,196,196,196,196,196,196,195,196,195,195,196,196,195,196,196,195,196,196,195,196,195,196,194,196,196,196,196,196,196,194,196,196,196,196,196,195,196
57,57,195,196,195,196,196,195,195,196,196,195,193,196,196,196,196,196,196,196,196,196,196,195,195,193,196,196,196,196,196,195,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,195,196,196,196,196,196,196,195,196,196,194,195,195,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,195,196,196,196,194,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,195,195,196,196,195,196,196,196,196,196,195,195,196,196,196,196,196,195,196,196,195,196,196
196,57,57,196,196,195,196,196,195,196,196,195,196,196,196,196,196,196,195,196,196,196,196,196,196,196,193,196,196,196,196,196,196,196,195,196,196,196,196,196,196,195,196,196,196,195,195,196,196,196,195,196,196,196,195,196,195,195,196,196,193,196,196,195,196,196,196,196,194,196,196,-1,196,196,195,196,195,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,193,195,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,195,196,196,196
196,196,57,196,196,196,196,195,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,195,196,196,196,195,196,193,196,196,196,196,195,196,196,195,196,196,196,195,196,196,196,196,196,196,196,196,196,195,195,196,196,195,196,196,195,193,196,196,196,196,195,195,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,195,196,196,196,194,195,196,195,195,195,196,195,196,194,196,196,196,196,196,196,196,193,196,195,196,196,196,196,196,193,196,196,196,196,196,196,195,195
196,196,57,57,193,196,196,196,196,196,196,196,195,196,196,196,196,195,196,196,196,196,196,196,196,195,196,196,196,196,196,195,195,196,195,196,196,196,195,196,196,196,195,195,196,196,196,195,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,195,196,196,196,-1,196,196,196,195,196,196,196,196,196,196,196,195,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,195,196,196,195,196,196,196,196,196,195,196,196,196,196,195,196,195,196
195,195,194,57,57,196,196,196,196,196,196,196,195,193,196,196,195,196,196,196,196,195,196,196,196,196,196,196,196,196,193,196,196,196,196,196,196,196,195,196,196,195,196,196,195,195,196,196,196,196,196,193,196,196,196,196,196,195,196,196,195,196,196,195,193,196,196,194,196,196,196,195,196,195,196,196,196,196,196,195,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,194,196,196,196,196,196,195,195,196,194,196,196,196,196,196,196,195,195,193,196,196,196,196,196
193,196,196,57,57,195,196,196,196,196,195,196,194,196,196,196,196,196,196,196,196,195,195,196,196,196,196,196,196,196,195,196,195,195,195,196,196,196,196,193,195,195,196,194,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,194,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,194,196,195,196,196,195,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,193,196,196,195,196,195,196,196,195,196,196,196,194,195
196,195,195,196,57,57,195,195,196,196,196,196,196,196,193,196,195,196,196,196,195,195,196,196,196,196,196,196,196,193,196,195,196,195,196,196,196,195,193,196,196,196,195,196,195,196,196,196,195,196,196,196,196,196,196,195,195,196,196,196,196,196,196,196,196,196,196,196,195,196,-1,-1,195,196,194,196,196,195,195,196,196,196,195,196,195,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,195,195,196,196,196,196,196,196,196,196,196,196,196,196,195,195,196,196,196,196,195,196,196,196
196,196,196,195,195,57,57,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,195,196,195,196,196,196,195,196,195,196,196,196,196,195,196,196,196,196,196,196,196,195,196,195,196,196,196,196,196,196,196,196,193,196,195,195,195,196,196,196,196,196,195,196,196,193,195,-1,-1,195,196,196,194,196,196,196,195,196,196,195,196,196,196,196,196,196,195,196,196,196,196,195,196,196,196,196,196,195,196,196,196,196,195,196,196,196,195,196,193,196,196,196,196,196,196,196,194,196,196,196
194,196,196,194,195,57,57,196,196,196,196,195,195,195,196,196,196,195,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,195,195,196,196,196,196,196,196,196,195,195,196,196,196,195,196,196,196,195,195,196,196,196,196,196,196,195,196,195,196,196,196,195,196,196,196,196,196,196,195,196,196,196,196,196,196,193,196,196,196,195,195,195,196,196,196,196,194,196,196,196,196,196,195,196,196,194,196,194,196,196,196
196,196,196,196,196,196,195,195,196,195,196,196,196,196,195,196,195,196,196,195,195,195,196,196,195,196,196,196,195,196,195,196,196,196,196,196,195,194,196,196,196,196,196,196,196,195,195,195,196,196,195,196,193,196,196,196,196,195,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,195,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,196,195,196,195,196
196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,195,194,193,196,196,196,195,196,196,196,196,195,195,196,193,196,196,196,196,196,195,195,196,196,196,196,196,196,195,196,195,196,196,196,196,196,196,193,196,195,196,196,195,196,196,195,193,195,196,196,196,196,196,195,196,196,193,196,195,196,195,195,196,195,196,195,195,195,196,196,196,196,195,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,195,196,195,193,195,196,196,196,196,196,196
196,196,194,196,195,196,196,196,196,195,196,196,196,196,196,196,195,196,196,195,196,196,195,196,196,196,196,196,196,196,194,196,196,196,195,195,196,194,195,196,196,196,196,194,196,195,196,196,196,196,196,196,196,196,196,196,193,195,196,196,196,196,195,196,196,196,196,196,196,196,196,196,196,196,194,196,196,195,196,195,196,193,195,196,194,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,195,196,196,196,196,196,196,196,196,196,193,196,196,196,196,193,196,196,196,196,196,195,196,196
