211,212,211,212,212,212,212,211,211,212,211,211,211,212,211,212,212,211,212,212,212,211,211,211,212,211,211,212,211,212,212,212,212,212,212,212,212,211,211,212,212,211,211,212,211,212,211,212,211,212,212,211,211,212,212,212,211,211,211,211,211,211,211,211,212,212,211,211,211,211,211,211,212,212,212,211,211,211,212,211
212,211,211,211,211,211,211,211,211,212,211,211,211,211,211,212,212,211,211,211,212,211,211,211,212,212,212,211,211,212,211,212,212,212,212,212,211,212,211,211,211,211,211,212,212,211,212,211,211,212,211,211,212,211,211,211,212,212,211,212,211,212,212,212,211,212,212,211,212,211,211,211,212,212,211,212,211,212,212,211
211,212,212,212,212,211,211,211,211,211,212,211,212,212,211,212,211,211,212,212,211,212,211,211,211,211,212,211,212,211,212,212,211,211,212,211,211,212,211,211,212,211,212,211,212,212,211,211,211,212,212,211,211,211,212,211,212,211,211,212,212,211,212,212,212,211,212,211,211,212,211,212,212,211,211,212,211,211,211,211
211,212,211,212,212,211,211,212,211,211,211,212,212,212,212,212,212,212,211,212,212,211,212,211,211,211,211,211,212,211,211,211,211,212,211,212,212,212,211,212,212,212,211,211,212,211,212,211,212,212,211,211,212,212,211,211,212,212,211,211,212,211,212,211,211,212,212,211,212,211,212,211,211,212,212,211,211,211,211,211
211,211,211,211,211,211,212,211,212,212,211,211,211,211,212,211,211,212,212,211,212,211,212,212,212,212,212,212,211,212,211,211,212,212,211,211,212,211,212,211,212,211,212,211,211,212,212,211,211,211,212,212,212,211,211,212,212,212,211,212,212,212,212,211,212,212,212,211,212,211,212,211,211,211,212,211,212,211,212,211
212,211,211,211,211,212,212,212,212,211,212,211,211,211,211,211,211,212,211,211,212,212,212,211,211,211,212,211,211,212,212,212,211,211,212,212,212,212,212,212,212,212,212,212,212,211,211,212,211,212,211,211,212,212,211,211,212,211,211,212,211,212,211,211,212,212,212,211,211,212,212,211,211,211,211,211,211,211,211,212
212,211,211,211,212,212,212,212,211,212,211,212,212,212,212,212,211,212,212,211,212,211,211,212,211,212,212,212,212,211,212,211,211,212,211,212,212,212,211,212,211,212,212,212,211,211,212,212,211,212,211,211,211,211,212,211,212,211,212,212,211,211,211,211,211,212,212,211,212,211,211,211,212,212,211,211,211,211,212,212
212,212,211,211,211,211,211,211,211,212,211,212,211,211,212,211,211,212,212,212,211,212,212,212,212,212,211,212,211,212,212,211,212,211,212,212,211,211,212,211,211,212,211,211,212,211,211,212,211,212,211,212,211,212,212,212,212,212,211,212,212,212,211,211,211,211,211,212,211,212,212,212,211,211,211,212,212,212,211,211
211,211,211,211,212,212,212,212,211,211,211,211,211,211,211,211,211,212,211,211,211,212,212,212,212,211,212,211,212,211,211,211,211,212,212,211,211,212,212,211,212,211,211,211,211,211,211,212,212,212,212,212,212,212,211,212,211,211,211,211,212,212,211,211,212,211,211,212,211,212,212,211,212,212,211,211,212,211,212,211
211,212,212,211,211,211,212,211,212,212,211,212,211,212,212,211,212,212,211,211,212,212,211,211,212,211,212,212,212,211,211,211,211,212,211,212,211,211,212,211,211,212,212,211,211,211,211,212,211,211,211,212,211,212,211,212,211,211,212,212,211,211,212,212,212,212,211,211,211,211,211,212,212,211,211,211,212,212,211,211
212,212,212,211,211,211,211,211,212,211,212,212,211,211,211,212,212,212,212,211,211,211,211,212,211,211,211,211,212,212,212,211,211,211,211,211,211,212,212,211,211,211,211,211,212,211,211,211,212,212,212,211,212,212,211,212,211,212,211,211,212,212,212,212,212,212,212,211,211,212,211,211,211,211,211,212,211,212,212,211
211,212,211,211,212,212,212,211,212,211,211,212,212,212,212,212,212,211,211,212,211,212,211,211,211,211,212,211,211,212,211,211,212,212,211,212,212,211,211,211,212,211,211,212,211,212,212,212,211,212,211,212,211,211,212,211,212,211,211,212,212,211,211,212,211,212,211,212,211,211,211,212,212,212,211,211,212,211,212,212
211,212,212,211,211,212,211,211,212,211,212,212,211,211,212,211,212,211,212,211,212,211,211,212,212,211,211,211,212,211,211,212,211,212,211,211,212,211,212,212,211,211,211,212,211,212,211,212,211,211,212,211,211,212,212,212,212,212,211,211,211,212,212,211,212,212,212,212,211,212,212,211,211,211,212,212,211,211,211,211
